device_id,timestamp,received_at,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp
ESP32_01,2026-05-25T14:13:56.576126,17748,-3.742137,-3.713407,-7.635109,-0.213969,0.14309,0.144423,31.87706
ESP32_01,2026-05-25T14:13:56.649705,17826,-4.378995,-3.500323,-7.874529,-0.020518,0.155348,0.118043,31.86235
ESP32_01,2026-05-25T14:13:56.726148,17898,-4.280833,-3.457227,-7.769185,-0.049296,-0.017054,0.046897,31.86823
ESP32_01,2026-05-25T14:13:56.803643,17981,-3.574543,-3.189077,-8.322245,-0.045832,-0.012524,0.034907,31.85647
ESP32_01,2026-05-25T14:13:59.925724,18054,2.525883,-1.812411,-13.03643,-0.818839,-0.292842,1.294741,31.86823
ESP32_01,2026-05-25T14:14:00.003836,21182,-3.308787,-2.722207,-8.329428,-0.010392,0.024248,0.019985,31.85941
ESP32_01,2026-05-25T14:14:00.077551,21255,-3.430891,-2.621651,-8.41083,-0.005862,0.057556,0.016521,31.85647
ESP32_01,2026-05-25T14:14:00.154785,21328,-3.332729,-2.631228,-8.48984,-0.016787,0.034907,0.018386,31.84765
ESP32_01,2026-05-25T14:14:00.237729,21404,-3.318364,-2.643199,-8.451532,-0.013057,0.040502,0.028245,31.85647
ESP32_01,2026-05-25T14:14:00.331024,21494,-3.371036,-2.619257,-8.453926,-0.00906,0.031176,0.016254,31.88
ESP32_01,2026-05-25T14:14:00.410952,21587,-1.733402,-2.157176,-8.731653,-0.572628,-0.213703,0.061286,31.87706
ESP32_01,2026-05-25T14:14:00.485952,21660,0.837971,3.399766,-15.95257,-1.475403,-0.147887,3.469874,31.85941
ESP32_01,2026-05-25T14:14:00.572425,21743,-4.51307,-0.002394,-7.225701,3.708358,0.012524,3.059522,31.85647
ESP32_01,2026-05-25T14:14:00.653028,21830,-10.97023,-1.778892,-0.234632,4.231158,-1.194018,2.633715,31.85941
ESP32_01,2026-05-25T14:14:00.743367,21902,-32.63536,14.80095,0.339977,-4.94581,-2.287314,-8.731442,31.87412
ESP32_01,2026-05-25T14:14:00.820545,21995,17.33402,4.304775,-26.81985,-1.914266,-1.724545,0.340806,31.86235
ESP32_01,2026-05-25T14:14:00.893075,22069,-9.454702,-3.919308,-5.959168,0.887853,-0.835893,-0.635513,31.85941
ESP32_01,2026-05-25T14:14:00.964225,22141,0.938527,-2.547431,-10.48421,0.496953,-0.674949,-0.621124,31.86529
ESP32_01,2026-05-25T14:14:01.044377,22215,0.325611,-0.538695,-13.02925,0.683743,-0.145755,2.005397,31.84471
ESP32_01,2026-05-25T14:14:01.124925,22296,-3.435679,-0.351948,-7.752425,1.077574,1.062919,4.178931,31.86235
ESP32_01,2026-05-25T14:14:01.204178,22381,-4.848258,-1.367089,-5.815516,0.884389,1.40932,3.95457,31.84765
ESP32_01,2026-05-25T14:14:01.280253,22455,-43.88332,20.40817,-3.550601,6.695403,2.916698,-2.044567,31.85353
ESP32_01,2026-05-25T14:14:01.361905,22529,21.29164,8.482656,-4.654328,-3.552744,-0.794325,-8.164144,31.85059
ESP32_01,2026-05-25T14:14:01.438172,22613,1.041478,2.530671,-21.6795,-1.185758,-0.288845,1.186557,31.83294
ESP32_01,2026-05-25T14:14:01.529472,22696,-2.238579,-3.289633,-7.319075,1.034407,-0.838557,-0.601406,31.83588
ESP32_01,2026-05-25T14:14:01.603905,22777,1.84593,-1.968034,-11.11628,0.807115,-0.630717,0.626453,31.84765
ESP32_01,2026-05-25T14:14:01.713442,22861,-0.591368,-1.750161,-10.12029,1.656864,-0.577158,2.126904,31.83294
ESP32_01,2026-05-25T14:14:01.791514,22968,-16.49844,0.301669,-2.238579,3.438965,2.153283,5.720683,31.85353
ESP32_01,2026-05-25T14:14:01.875599,23041,-30.20285,2.628834,9.955091,-3.557807,-5.789164,-6.829433,31.83
ESP32_01,2026-05-25T14:14:01.968429,23132,8.801085,4.96318,-25.49825,-3.273758,-0.87453,-1.70536,31.83
ESP32_01,2026-05-25T14:14:02.046176,23217,-3.052607,-2.832341,-8.523358,1.234521,0.985645,0.886254,31.83588
ESP32_01,2026-05-25T14:14:04.828485,23301,-1.331176,-3.248932,-8.281544,0.472438,-0.598208,0.389035,31.83294
ESP32_01,2026-05-25T14:14:05.110819,26286,-18.56943,8.090008,-5.544971,6.080407,0.403957,-2.211106,31.79765
ESP32_01,2026-05-25T14:14:05.219934,26370,4.838682,3.830723,-10.76194,-5.249578,-2.396031,-5.328184,31.80353
ESP32_01,2026-05-25T14:14:05.298622,26476,-0.038307,2.154782,-14.70279,-0.206242,-0.16121,-0.24408,31.80647
ESP32_01,2026-05-25T14:14:05.382909,26549,-2.920926,0.773327,-10.65899,0.568364,-0.016254,0.276055,31.79765
ESP32_01,2026-05-25T14:14:10.983489,26634,0.667982,0.600945,-11.34373,0.907038,-0.257669,0.825501,31.78588
ESP32_01,2026-05-25T14:14:10.989856,31696,-4.84347,-7.606379,4.01747,-0.03917,0.077008,0.046897,31.79765
ESP32_01,2026-05-25T14:14:11.065968,32243,-4.96318,-7.716512,4.039018,-0.017853,0.059688,0.043966,31.77706
ESP32_01,2026-05-25T14:14:11.149573,32327,-4.984728,-7.726089,3.847482,-0.010925,0.057023,-0.001599,31.76235
ESP32_01,2026-05-25T14:14:11.226314,32400,-4.548983,-7.410054,3.351882,0.080472,0.285115,0.087933,31.78588
