device_id,timestamp,received_at,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp
ESP32_01,2026-05-25T14:11:59.259645,145943,-5.861006,-7.635109,-1.199495,-0.038637,-0.026113,0.01732,31.85941
ESP32_01,2026-05-25T14:11:59.332679,146017,-5.779603,-7.534553,-1.237802,-0.026646,-0.005596,0.040236,31.85353
ESP32_01,2026-05-25T14:11:59.411204,146091,-5.667076,-7.659051,-1.244985,0.017587,-0.050628,0.028778,31.89471
ESP32_01,2026-05-25T14:11:59.515926,146175,-5.801151,-7.584831,-1.007959,-0.006662,-0.018119,0.077541,31.86529
ESP32_01,2026-05-25T14:11:59.600317,146279,-6.402095,-7.539341,-1.209072,-0.07381,0.045299,0.03011,31.85059
ESP32_01,2026-05-25T14:11:59.675606,146358,-6.035782,-7.517793,-1.223437,-0.013856,0.039703,-0.00826,31.87706
ESP32_01,2026-05-25T14:11:59.747978,146432,-5.947197,-7.5561,-1.029507,-0.033308,0.02185,0.029577,31.85353
ESP32_01,2026-05-25T14:11:59.824058,146506,-6.059724,-7.503428,-1.161188,-0.046098,0.026113,0.038104,31.87412
ESP32_01,2026-05-25T14:11:59.904619,146580,-6.126762,-7.496245,-1.197101,-0.053292,0.043167,0.033574,31.84765
ESP32_01,2026-05-25T14:11:59.980697,146663,-5.913678,-7.52737,-1.077391,-0.019185,0.001865,0.021583,31.87706
ESP32_01,2026-05-25T14:12:00.051497,146736,-5.552154,-7.467515,-1.201889,0.040502,-0.032508,0.124438,31.86235
